id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
3061,OperationDudula PutSouthAficansFirst nhlanhla_lux Nhlanhla Lux ,0,0,0,0,0,0
3062,Uthini umuntu wakho about the EFF and Nhlanhla Lux issue? ,0,0,0,0,0,0
3063,"   That’s true but, I’m erring on the side of those who are legal immigrants. And, you’ll notice that legal immigrants support OperationDudula and aren’t threatened by it because their affairs are in order. Those who are against it want to justify themselves being here illegally ",0,0,0,0,0,0
3064, I think it's time to stop this nonsense of foreigners marching n telling us what to do in our country.,0,0,0,0,0,0
3065,OperationDudula Guyz I’ve just passed by between ICC and The Workshop Aliwal (Samora Machel ) Street yohhhhhh!!!!! About 100 police vehicles different units POP TRT Flying Squad 🙆🏼‍♂️🙆🏼‍♂️no Affidavit assisters There Guyz Please Abort not Today,0,0,0,0,0,0
3066,"      It’s rather unfortunate that it’s been limited to viewpoint. OperationDudula is not a racial segregation tool that’s only tackling African people but, we need to be frank. Who is marginalised? Where do the marginalised stay? Who sells the marginalised illicit goods? ",0,0,0,0,0,0
3067,"There’s no space for your brainwashing. I swear to speak the truth and nothing but, the truth, so help me God. OperationDudula and PutSouthAfrica will, in its longevity, remove the stigma and labelling that comes with being a Patriotic SAn.  ",0,0,0,0,0,0
3068," How Melania could show such disrepect for the White House is beyond my comprehension.  Maybe the GOP is right, immigrants dont' care for America like Americans do! Maybe Trump should protest that Melania should go back to where she came from?",0,0,0,0,0,0
3069," Haibo wenja! Where have you seen foreigners voting in foreign countries? Heh, do you see expats voting in the USA? ",0,0,0,0,0,0
3070,🤣🤣🤣 the guy in black has infiltrated OperationDudula ,0,0,0,0,0,0
3071," The easiest thing 2 do was 2 arrest him, hardest thing ever will b arresting his believes, bcoz they are shared by many who have lost faith in the system. Dudula is here 2 stay whether ppl like it or not! The seed that was planted a while ago, is now bearing fruits ",0,0,0,0,0,0
3072,"Zimbabweans living in South Africa are basically middle and upper class, CLEVER Zimbos, going home is a total downgrade... they'll never agree to it.
OperationDudula
PutSouthAficansFirst ",0,0,0,0,0,0
3073,"   Well, if you’re a legal immigrant, you’re contributing towards our tax system - which I’m not opposed to. It’s the undocumented ones with their unsanitary stench that grinds my gears ",0,0,0,0,0,0
3074, Nhlanhla Lux is not arrested for addressing issues or speaking fancy English. He's arrested for House Breaking and Assaulting a poor old Black man. He's a criminal and he must be treated as such. ,0,0,0,0,0,0
3075," We know Nhlanhla Lux and his OperationDudula criminals are getting funds from you racist people in Cape Town, now you not happy one of your dogs is sleeping in jail. You thought it's gonna be easy for them to attack Black people. Keep sending them to attack our people they'll - ",0,0,0,0,0,0
3076,"On repeat, if you know you know. 🖕🖕🖕
OperationDudula 
PutSouthAficansFirst 🇿🇦  ",0,0,0,0,0,0
3077,The funders of Nhlanhla Lux and his OperationDudula in Cape Town are not happy shame. ,0,0,0,0,0,0
3078,"    Exactly. It’s an abuse of power that suits Malema and company’s narrative. And the thing is, the country is watching. Hopefully come campaigning time, people don’t conveniently forget what  has done to them: condoning the July unrest, the looting of VBS, H&amp;M,clicks ",0,0,0,0,0,0
3079,"Foreigners in our land are demanding that our SA home affairs minister, DrAaron, to resign. Wha the Fuch* is that. Go do that to your own land ",0,0,0,0,0,0
3080,"All this useless organisations are fighting with our CIC . They must try our CIC with their own risk, ,  and many more.

LongliveMalema ",0,0,0,0,0,0
3081,"""They told me I am harbouring an illegal immigrant and that I’m unethical and breaking the law. They then gave me a week to sort this all out,” said Mbuli.

Interesting  ",0,0,0,0,0,0
3082,"  Ey’ Andile, ake nime we madoda. Into en’yaziyo njengabaholi zey’nkundla zama-politiki, uk’khuluma nje k’phela. Singabant’ bak’lelizwe sikhathele yinkulumo zenu OperationDudula ",0,0,0,0,0,0
3083,"No one will stop the masses, people shall govern... Reclaiming South Africa from aliens PutSouthAficansFirst OperationDudula votsekEFF ",0,0,0,0,0,0
3084,If anyone can come forward with proof that indeed this man is a drug dealer i will stop voting eff. Until then lux must remain behind bars....nhlanhlalux VoetsekEFF Drug Malema ,0,0,0,0,0,0
3085, Only if foreigners allow to vote,0,0,0,0,0,0
3086,"We are still behind nhlanhlalux asijiki.... PutSouthAficansFirst OperationDudula votsekEFF Zimbabwe one love, high discipline, high moral",0,0,0,0,0,0
3087,nhlanhlalux Afica my beginning Africa my ending ,0,0,0,0,0,0
3088,"Apparently police where fighting with Lesotho nationals and were armed this Lesotho.
Teach the a lesson Lesotho do it one is nothing more than is or 6 will wake them up.
nhlanhlalux
🤦🏽‍♂️South Africa ",0,0,0,0,0,0
3089,  What a weekend 💔💔💔💔,0,0,0,0,0,0
3090,  He is 😭😭😭😭 but I trust he is fine,0,0,0,0,0,0
3091,. they put you in jail now they are jealous of your incarceration the jokes write themselves. I hope and pray oshapo mfana ❤❤❤❤,0,0,0,0,0,0
3092,I’m intrigued in knowing what former CJ Mogoeng Mogoeng’s views on OperationDudula and PutSouthAfricaFirst ?,0,0,0,0,0,0
3093,"It starts with choosing that as active citizens, OperationDudula &amp; PSAF are our birthright; and never again shall we be silenced or made to feel otherwise for choosing to be patriotic in every since. ",0,0,0,0,0,0
3094,These illegal foreigners are so misled ,1,0,0,0,0,0
3095,"OperationDudula will not die but, will multiply. If we don’t take action as citizens, we won’t have a nation to  call home 🤞🏽 ",0,0,0,0,0,0
3096,"Our Sunday Program OperationDudula 
PutSouthAficansFirst 
Dudulamovement ",0,0,0,0,0,0
3097,"  How do we even celebrate such things if we fail to even do the smallest of the simplest things... Putting South Africans in South Africa first🤷🏾‍♂️?
PutSouthAficansFirst Dudulamovement OperationDudula",0,0,0,0,0,0
3098,    That being said. Where was he arrested? Why wasn’t he arrested by the SAPS Rosebank station because he was arrested in an area that’s beyond the SAPS Jhb Central Station’s jurisdiction. What evidence have they gathered to justify the schedule 1 offence charge?,0,0,0,0,0,0
3099,   🤣🤣🤣They'll be here for good as long as ANC government is not enforcing immigration laws. Nhlahla and his toy soldiers can move around and intimidate a few but wont root out the problem.,0,0,0,0,0,0
3100," The pertinent thing is, who issued the warrant of arrest for  to be arrested? Which judge granted that order? Where’s the transparency? If the  and involved parties can’t disclose that on a public matter, that undermines our sovereignty",0,0,0,0,0,0
3101,  😅😅I thought we on Lux_not me,0,0,0,0,0,0
3102,"  Well in the case of South Africa your Fanon is WRONG, we're invaded by criminals killing our killing our kids.

The English is good though👌, Fanon was on the money.
OperationDudula 
PutSouthAficansFirst ",0,0,0,0,0,0
3103,  But those where South Africans marching,0,0,0,0,0,0
3104," So what are you going to do about it?  Comforting us mo Twitter and not ADDRESSING this foreigners ASAP is not very helpful.

This picture is painful to look at😓🤧 ",0,0,0,0,0,0
3105,  Mxm,0,0,0,0,0,0
3106,What’s this dude saying because it’s dudula nonsense that’s fighting black people - claiming they’re foreigners ,0,0,0,0,0,0
3107,Did you know that minister  Motsoledi is deployed by  President Ramaphosa ? Incase you forgot. nhlanhlalux PutSouthAficansFirst OperationDudula,0,0,0,0,0,0
3108, I'm starting to believe that it's true he's getting paid R5 million every month to protect foreigners and their businesses in South Africa.,1,0,0,0,0,0
3109,"Who's calling for his resignation?? Ramaphosa must do something,the zimbos,niggas,mozas and other foreigners must leave our country they will return back as soon we're done with our Three months project, we're not chasing them toe. ",0,0,0,0,0,0
3110,"If we had leadership in the country, we would not have OperationDudula. The failure of  to provide leadership and protect SAns led to the people leading themselves. The least said about  the better.
VoetsekEFF",0,0,0,0,0,0
3111," Other asylum seekers stuffed in camps like sardines right here in Africa are looking at them in admiration, ""The South African Dream""  we'll be swamped 🤞😭🇿🇦 

Julius and his illegal aliens must go march in Kenya 1st, otherwise MSUNU yabo🚮
OperationDudula
PutSouthAficansFirst ",0,0,0,0,0,0
3112,nhlanhla_lux ,0,0,0,0,0,0
3113,"Even if we leave the illegal foreigners and go for the land, the same foreigners are going to take that land, like they took Hillbrow, Yeoville, Berea etc. While they left their own land in their respective countries.   nhlanhla_lux Maponya Lasizwe",0,0,0,0,0,0
3114,   Possibilities that there are so many foreigners hired in there,0,0,0,0,0,0
3115,"Once again OperationDudula gang stop allowing racists from Stellenbosch to control you with their dirty money. Let's unite against those who wants to devide us.

Our enemy is not Black! ",0,0,0,0,0,0
3116,"Foreigners are demanding the home affairs Minister's resignation,kahle kahle what's going on here, are we the Foreign Africa. 

All the foreigners must leave our country. Fuck, I mean Fuck man.",0,0,0,0,0,0
3117,Come and see Nhlanhla Lux's Lawyer with Two earrings. 🚮🚮🚮 ,0,0,0,0,0,0
3118,"It is okay for south Africans to sell drugs!.
It is okay for foreigners to sell drugs!.
It is okay for south Africans to have to fight for things with foreigners!.
It is okay for south Africans to not work!.
wait for the we kick out whites,take the land!.

~by Julia's malema",0,0,0,0,0,0
3119,"There is a group of South African fools that is busy making sure that we are disrespected by foreigners.....such idiots should be dealt with,just that am not sure how.🚮",0,0,0,0,0,0
3120,"supportForMotsoaledi we are being disrespected by illegal foreigners, by calling our one&amp; only minister Dr Aaron Motsoaledi 2 resign, they can't call 4  2 resign but they have a nerve to call for an elected Minister of a ruling party to resign, PutSouthAficansFirst ",0,0,0,0,0,0
3121,"Rubbish, no one should be in our country without identification. All these f*ckn undocumented illegal foreigners are messing up our country. OperationDudula we will ensure every foreigner in our country is here legally. ",0,0,0,0,0,0
3122, Imagine illegal foreigners telling a South African minister to step down  wow South Africa is really gone because of ,0,0,0,0,0,0
3123,"Because he wants law,order he must be removed,because he threatened foreigners?. ",0,0,0,0,0,0
3124,   Paid add,0,0,0,0,0,0
3125,"Operation dudula is a paid add. It's understandable if you think otherwise, but don't worry, the right people know.",0,0,0,0,0,0
3126, Operation dudula a paid add,1,0,0,0,0,0
3127,"OperationDudula and PutSouthAfricaFirst will not die but, it’ll multiply. What will our kids say in future when SAns will become the minority if we don’t fight back to reclaim our country?  ",0,0,0,0,0,0
3128,   They must who?. ,0,0,0,0,0,0
3129,"   If Nhlanhla Lux,the man you wanted to be in jail didn't protect that mall,maybe you wouldn't be there right now ",0,0,0,0,0,0
3130, Kenny Kunene served his time now he wants to disturb Nhlanhla Lux from enjoy his time in waiting trial. Mabhantinti!! ,0,0,0,0,0,0
3131," is our security personnel ready for December 31st 2022, to enforce the cabinet decision to have ZEP holders, who wouldn’t have obtained permissible permits to be deported?  nithulile nani, looking after foreigners interests, yindaba vele? ",0,0,0,0,0,0
3132,"EFF = the enemy of progress. Anything that serves as a catalyst for change, they destroy - VBS, Nhlanhla Lux, etc … who else are they going to destroy next? nhlanhlalux OperationDudula PutSouthAfricansFirst",1,0,0,0,0,0
3133,"White people will never be called a Foreigner in South Africa, Foreigners are those coming from Africa with Black pigmentation.

~ OperationDudula &amp; Nhlanhla Lux ",0,0,0,0,0,0
3134," That's what the ANC government brought upon itself the disrespect by foreigners unfortunately it factors down to Mzansi and us citizens foreigners turn to disrespect everything South Africa the reason, ANC.",0,0,0,0,0,0
3135," Was it ""foreigners"" cut your electricity off?",0,0,0,0,0,0
3136,OperationDudula since:2022-03-21_14:41:08_UTC ,0,0,0,0,0,0
3137,"Yoh look at the foreigners stealing.! This corruption right across the system is the inherent problem. Illegal Immigrants, crime and joblessness is the symptom of it. Those stealing using diversions of illegal immigrants etc as diversions ",0,0,0,0,0,0
3138,OperationDudula JHB CBD is being  owned Somalians. They've got shops in an every corner. Jeppe and Small. All over. I'm asking myself what are we going sell.  ANC government,0,0,0,0,0,0
3139, has been arrested... no Details have been disclosed just yet OperationDudula OperationFiela military SAPS ,0,0,0,0,0,0
3140,"These people they didn't go to zimbabwe to vote, they will be crying telling us about sanctions and  PutSouthAficansFirst OperationDudula nhlanhlalux votsekEFF ",0,0,0,0,0,0
3141,"  Don't forget Dj Sbu, Jacinta Ngobese from  and David Kau. These Xenophobic attacks perpetuated by OperationDudula unmasked lot of Askaris. I understand people like Bonnie they joling with White people and they support anything that will destroy Black unity. ",0,0,0,0,0,0
3142,"In South Africa we never had a problems of thugs destroying essential infrastructure, murder of police officers, CIT robberies, serial rapist until aliens crossed the border illegal so. We need our country PutSouthAficansFirst votsekEFF Zimbabwe nhlanhlalux OperationDudula",1,0,0,0,0,0
3143,"           I am totally confused here, as far as us being South Africans is concerned, standing against illegal immigrants, drugs &amp; crime that are affecting our own communities... How is that being Xenophobic? 🤔
PutSouthAficansFirst Dudulamovement OperationDudula",0,0,0,0,0,0
3144,"I Salute  for having all these 3 leadership qualities:
The Bravery to Confront
The Passion to take Action &amp; 
The Heart to forgive...
 
Dudulamovement OperationDudula FreeNhlanhlaLux
Sowetoparliament Alexandraparliament",1,0,0,0,0,0
3145,Zimbabweans must harshly teach Dj Sbu how Xenophobia feels. Dj Sbu has been showing much support on these OperationDudula criminals who are paid to perpetuates Xenophobic attacks to Black people from Zimbabwe and other African countries. ,0,0,0,0,0,0
3146,Wtf!? Akaboshwe lo Nhlanhla Lux wakhona and his people 😒 ,0,0,0,0,0,0
3147,"✊ Nhlanhla Lux 
Well said sister Bonnie ",0,0,0,0,0,0
3148,"Release Nhlanhla Lux now
OperationDudula 
OperationFiela ",1,0,0,0,0,0
3149,"     Our country it has been undermined by illegal &amp; legal immigrants for a long time up until now, if it was us (South Africans) doing this in any African country, they would've been arrested &amp; deported back to South Africa immediately, what a joke our country has turned out to be.",1,0,0,0,0,0
3150," Long live Nhlanhla Lux, Long Live!",1,0,0,0,0,0
3151,"OperationDudula please go get this machine for us, its very likely that it was stolen by undocumented Africans 🥱 ",1,0,0,0,0,0
3152,  JuJu be like .... ,0,0,0,0,0,0
3153, They have codified illegality pertaining to immigrants.,1,0,0,0,0,0
3154,"OperationDudula

A betrayed nation💔 ",0,0,0,0,0,0
3155,"This foreigners have to much freedom in this country,have you ever heard that South Africans are marching against xenophobia in another country!This people are becoming disrespectful.When the citizens of this country saying they do not want this and that,they should be listened.",1,0,0,0,0,0
3156,"Today thousands marched against Xenophobia. All our frustrations belong to this government,  not fellow poor Africans 
EndXenophobia
Xenophobia nhlanhla_lux OperationDudula ",0,0,0,0,0,0
3157,"We are behind all these movements, by order and it must be known asijiki ,  PutSouthAficansFirst OperationDudula nhlanhlalux votsekEFF ",1,0,0,0,0,0
3158,Free Nhlanhla Lux - Sign the Petition!  via ,1,0,0,0,0,0
3159,The thugs of EFF and Julius Malema broke  and  and no arrests.  is cleaning the country and they are making noise. Hypocrites  OperationDudula,1,0,0,0,0,0
3160,When last did you talk to your dad😭?brother EFF nhlanhla_lux,0,0,0,0,0,0
3161,"  It's so sad to see how immigrants, have become so arrogant in our country, total shambles straight 🤞. South Africans never went to exile, to push themselves for a permanent residents in a country, where they were risiding during apartheid years.",1,0,0,0,0,0
3162,"  Speaking of which, what is his charge by the way now that he's incarcerated? ",0,0,0,0,0,0
3163,“Free Africa” as we march towards Johannesburg central police station where Nhlanhla Lux is kept. To deliver a memorandum to the police station. NoToXenophobia OperationDudula KAAX kopanangafrika ,0,0,0,0,0,0
3164, Why would they poison him? Are police in the pockets of these foreigners? ,1,0,0,0,0,0
3165," He is one of the leaders of Operation Dudula, a protest movement against government not acting against illegal immigration and drug dealers in communities. He is accused of home invasion and damage to property for taking the law into his own hands.",0,0,0,0,0,0
3166,"Most xhosas ladies married foreigners,my question is that why are they not moving to those African countries?.",1,0,0,0,0,0
3167,"   The Mister is not the ""LAW"" and i understand is passion to deal with illegal immigrants. 
You can't just continue because you have no arguments.
The society problems are to be addressed with according and not with emotions",0,0,0,0,0,0
3168,Kenny Kunene relax......Nhlanhla Lux is not that important. He is just another criminal. No one is going kill him. He is only a threat to the poor and elderly.,0,0,0,0,0,0
3169,Kopanang Africa marchers “Free Africa”This as the march towards johannesburg central police station where Nhlanhla Lux is kept. The group is going to deliver a memorandum to the police station. Watch it live on Dstv channel 403  Xenophobia OperationDudula kopanangafrica ,0,0,0,0,0,0
3170," We don't want to, we don't support criminals that value foreigners over their voters VoetsekEFF",1,0,0,0,0,0
3171,"Just  reminder, if you might have forgotten. Nlhanhla Lux is a criminal OperationDudula",1,0,0,0,0,0
3172,  They had to get Nhlanhla Lux arrested first. OperationDudula,0,0,0,0,0,0
3173,   I so wish he can wake up from wildest dream and realize that the illegal foreigners are destroying our essential infrastructure and they are also killing our police officers,1,0,0,0,0,0
3174,We will be speak to Trevor Ngwane next about the march against Xenophobia. Catch it live on DSTV 403   kopanangafrica OperationDudula Xenophobia ,0,0,0,0,0,0
3175,"This whole eff and nhlanhla lux thing is too convenient, like what a way to further devide black south Africans",0,0,0,0,0,0
3176,"Illegal foreigners are at it again, marching in our country. ",1,0,0,0,0,0
3177,"   An asylum seeker is an immigrant who has been forcibly displaced and might have fled their home country because of war or other factors harming them or their family. 
how do you qualify Economic migrants ?",0,0,0,0,0,0
3178,"Sometimes coming after an hour or more after the incidence. When they arrested Lux they thought we will keep quiet, forward with OperationDudula OperationFiela. If Ministers don't care we do, if they want to sell our country not on our watch.",1,0,0,0,0,0
3179,"Slik KonkaLive TshegofatsoPule  Rhulani Randburg Zuma nhlanhlalux
🔥❤️💃💃💕
 Good morning maTwitter nation.,let's work up and support the hero nhlanhla_lux (iqhawe liboshiwe). Leave the politicians aside ",1,0,0,0,0,0
3180,"A march against xenophobia has began in JHB CBD.
The spokesperson says often minority of South Africans have engaged in xenophobia.He adds when they saw operation dudula come to the surface they felt it was time to have a counter voice.  OperationDudula kopanangafrica ",0,0,0,0,0,0
3181,Thank you Nhlanhla Lux and  ,1,0,0,0,0,0
3182,OperationDudula ,0,0,0,0,0,0
3183,  Your friend is doing banting diet again 😂🤣😂 ,0,0,0,0,0,0
3184,"  1of 2 .
Yes a admit, there are illegal foreigners in SA but the question how did they get in while there are ppl who are paid to watch all boarders? 
When a society is corrupt to a core that what happens, when people want to be rich in a quicker version, ...",1,0,0,0,0,0
3185,"Can we have the bank verification letter ,and a picture of you holding the letter
Sizwe if OperationDudula people know you ",0,0,0,0,0,0
3186,We are shy to say most crimes are committed by foreigners 'Thandi Modise ,1,0,0,0,0,0
3187,"Eh banyana 

ahahahha OperationDudula ichuuuu  ",0,0,0,0,0,0
3188,"Please Listen 🙏🏾🕯️
Uncle Waffles BBMzansi OperationDudula Inno KonkaLive ",0,0,0,0,0,0
3189,"But it's your poeple Sir working with foreigners,can u atleast acknowledge that? ",1,0,0,0,0,0
3190,  Government is arresting citizens for marching against illegal immigrants due to poor regulation and corruption at home affairs,0,0,0,0,0,0
3191," Nonsense, ya media never report about the illegal immigrants but you want to promote tolerance in the expense of undocumented people.",1,0,0,0,0,0
3192,"Meet Sindi Jama from Johannesburg, she is a vegetable farmer. Look at how beautiful she &amp; her produce are 🧑🏿‍🌾🫑🔥

Farming farm  agriculture DJSBU OperationDudula Uncle waffles Soweto Amazulu Vaal Zozi Bafana bafana Tulz Thobile BBMansi Ekurhuleni Londi Unisa nasty c slik ",0,0,0,0,0,0
3193,   Politicians love hijacking platforms 😏,0,0,0,0,0,0
3194,"They opened the border and allowed  invasion of RSA while they're living behind gated &amp; barbed wired houses.

They called you a ""Xenophobic"" for complaining about crimes committed by illegal foreigners

Never forget what these traitors did to your country.

PutSouthAficansFirst",1,0,0,0,0,0
3195,"  He was taking instructions from big bosses, ANC NEC to Foreigners alone",1,0,0,0,0,0
3196,"While we are busy focusing on OperationDudula  and Nhlanhla Lux , the ConCourt has scrapped the Preferential Procurement Policy Framework Act provision that seek BlackOwnership as a prerequisite to get Gvt contracts.",0,0,0,0,0,0
3197,"Bachelor of SS, BSS Honors (Public Policy) &amp; Master of Commerce:LED Most importantly self taught farmer. Currently unemployed but with the little resources that are at my disposal, I work tirelessly to write my own story. 

Farming unemployment OperationDudula  Soweto DJSBU ",0,0,0,0,0,0
3198,"Sneak Preview.

Regency Apparel
Registration number :2021/890379/07

To be posted on the website soon.

//Website still under construction //

Please do follow us and support.

Thank you.

GirltalkZa GirlsTalkZA
OperationDudula
Londie Soweto Vaal ",0,0,0,0,0,0
3199,  Powerful,0,0,0,0,0,0
3200,"We live in a time where Patriots are being canceled so that illegal foreigners and globalist won’t get offended.

PutSouthAficansFirst",1,0,0,0,0,0
3201,"If it wasn't a project, they would have gone to these hijacked flats and removed drug dealers, but nor they strike on foreigners on their shops, saying they're selling drugs. I'm not fooled",0,0,0,0,0,0
3202,Ivory Park when is OperationDudula happening?,1,0,0,0,0,0
3203,"Mpesu for sale. Spice up your tlof-tlof life with mpesu. Order now
DJSBU
OperationDudula
OperationFiela
Dr Aaron Motsoaledi ",0,0,0,0,0,0
3204,"   Arrested of operation Dudula Nhlanhla Lux , Ri rothe hafha Tembisa 1632.Ndaaaaaa",0,0,0,0,0,0
3205, All fucken illegal immigrants must leave SA 😤,1,0,0,0,0,0
3206,"  I love the idea but foreigners can't start syndicates unless that country is already corrupt, there is deal for everything,

Car registration
Road worthy
I'd
Passport
Drivers licence
Sassa
Rdp
U name it

Everyone knows someone doing something 

Let's admit South Africa is corrupt",0,0,0,0,0,0
3207,"  That account is incorrect
If there is a home affairs officer 
Then it's
15 locals
15 foreigners

I think that settles it
I bad not the less bro",0,0,0,0,0,0
3208,Our one and only minister Ntate Dr Aaron Motsoaledi. PutSouthAficansFirst OperationDudula votsekEFF nhlanhlalux ,0,0,0,0,0,0
3209, A man of integrity and honor 🎖 🥇 🙏🏾 🙂 upholding a high moral compass not here for self fulfillment but for making our community better IamNhlanhlaLux we love you boy  ❤❤❤❤ homeboy,1,0,0,0,0,0
3210,"There's a syndicate working with
~Home Affairs Officials
~Housing
~SAPS
Foreigners owns RDP houses with fraudulent ID's because of this 3 Departments   ",1,0,0,0,0,0
3211,"Yazi this would make sense if it read, "" Nhlanhla Lux has single handedly shaken white supremacy and racism, banks and every other racist sector of the economy are  reconsidering their racist posture, ANC is really going to deal their corrupt officials"" eish, imagine 👀 ",1,0,0,0,0,0
3212,    understood that he's locally minded but to preach violence towards our parents to be more exact... he's joining a marathon he won't get the pleasure to see it's outcome,0,0,0,0,0,0
3213,   ke wena o last week ka shoti ko spaneng🤣🤣🤣🤣,0,0,0,0,0,0
3214,"Nhlanhla Lux is beautiful 🔥🇿🇦
OperationDudula 
OperationFiela 
PutSouthAfricanFirst  ",1,0,0,0,0,0
3215,"I see Revolutionary and
Soweto Parliament leader  is still incarcerated. He reminds one of Robben Island prisoners illegally jailed for Years. This weekend behind bars will catapult Nhlanhla Lux into the levels last seen ka bo Mandela and bo Robert Sobukwe",1,0,0,0,0,0
3216,Leave  alone and  ke lesepa lako Limpopo we won't listen to him in  we don't listen to a foreigner.,1,0,0,0,0,0
3217,I think   is just bitter and jealous that Nhlanhla Lux  is a young man putting the needs of the youth and country first.... everything He Failed at.,1,0,0,0,0,0
3218,   I do work with some whites and grew amongst them but I will never ever be fooled their rubbish,0,0,0,0,0,0
3219,   Abamkhiphe ,1,0,0,0,0,0
3220,"If you see OperationDudula gangsters Attacking Black people, take them to the right Authorities. ",0,0,0,0,0,0
3221,"   People in the township are suspicious of strangers , what more illegal foreigners",1,0,0,0,0,0
3222,"Why do you only see black illegal immigrants, stop acting smart and masking your hate for Africans as some act of patriotism. Nobody supports criminality besides certain elements within the anc government. Your fake wokeness is telling. ",0,0,0,0,0,0
3223, It's because they also know that  they are foreigners in this country.,0,0,0,0,0,0
3224,   What is scientific?,0,0,0,0,0,0
3225,    😂😂😂🤣🤣🤣,0,0,0,0,0,0
3226,   Really now😂😂😂🤣🤣,0,0,0,0,0,0
3227,    Are you okay?. ,0,0,0,0,0,0
3228,"Learn to hold all your leaders accountable.

Don't just support people even if they doing wrong things. Julius Malema or Nhlanhla Lux wrong is wrong.

Eg: Cyril Ramaphosa he's doing as he please no one is holding him accountable because he's ur favorite. He's Rich he won't Steal ",0,0,0,0,0,0
3229,"Dr Aaron Motsoaledi, our one and only minister, a fully fledged member of PutSouthAficansFirst OperationDudula nhlanhlalux when we take over government in 2024 rest assured that your post as a minister is secured. We appreciate your efforts by putting us 1st Ntate",0,0,0,0,0,0
3230,We need to do a self introspection.. we cannot just push the blame on others.. South Africans have a duty to themselves and to our country. We cannot blindly blame foreigners. They commit crimes with the help from us South Africans. homeaffairs ,0,0,0,0,0,0
3231," Is this not your hero, and what exactly are you fighting for in the townships what are you claiming back? I mean township economy is in the hands of White people who are Nhlanhla Lux's friends. ",0,0,0,0,0,0
3232,Half of our country are foreigners. Read again!!!,0,0,0,0,0,0
3233,PutSouthAficansFirst OperationDudula nhlanhlalux votsekEFF EFF members are complaining about illegal immigrants 😂😂😂😂they know Juju is the one who invited the illegal immigrants ,0,0,0,0,0,0
3234,"morning 

Nhlanhla Lux | nhlanhlalux | OperationDudula | PutSouthAficansFirst ",0,0,0,0,0,0
3235, ho jwang moo tell me you have your phone my abuser did the whole 10 months he was in prison and he used it to harass me. I HOPE you are good we keep praying ❤❤❤❤,0,0,0,0,0,0
3236,Nhlanhla Lux is a members of the ANC and you all believe his here to save South Africa what a joke.,0,0,0,0,0,0
3237,"eff ground forces, must resign now in mass numbers, Malema his using them to perpetuate his stupidity, 
Nhlanhla Lux his in our thoughts &amp; prayers 🙏🛐 be soldier. ",0,0,0,0,0,0
3238,"  I agree with you and that is what OperationDudula first is saying, citizens are now doing this because our law enforcement has really failed us",0,0,0,0,0,0
3239,"Slik Talk didn't lie as South Africans we just support whoever is fighting against illegal foreigners, this guy is not a saver. ",1,0,0,0,0,0
3240,  U should see how disappointed LeeAnn and Sakina get when people are supporting OperationDudula via tweets on the show🙈🙈🙈,0,0,0,0,0,0
3241,"Yall irrelevant,South Africans are awake now,they are about to make yall pay.PutSouthAficansFirst
OperationDudula ",0,0,0,0,0,0
3242,"South Africans are too beautiful shem🔥♥️😭

No wonder matswantle a re hloile so.
PutSouthAficansFirst 
OperationDudula ",0,0,0,0,0,0
3243,I am with Nhlanhla Lux viva comrade and I am going to make a party where he will be the President ISUPPORTNHLANHLALUX,0,0,0,0,0,0
3244,This is how things should be in South Africa...so many unemployment because some companies fail to do this...nhlanhlalux Malema SkeemSaam Drake ,0,0,0,0,0,0
3245," She knew very well the same way Maimane joined the DA knowing very well they using him. Nhlanhla lux and few of his friends knows very well what's going on, but the rest of his blind followers will come back crying like Makhosi Khoza ",0,0,0,0,0,0
3246,"

We back again beke le beke we back 🔥🦁🥳🥳🥳🥳🥳🥳🥳This time we bring you a video where by the Public share to us about their toilet skills 😂😂

 *You don't wanna miss this one* 🥳🦁
Sliktalk tebogo BBMzansi 10pM GirlTalkZA nhlanhlalux ",0,0,0,0,0,0
3247,Slik Talk said Nhlanhla Lux is a tool for White people. I believe him. ,0,0,0,0,0,0
3248,"Is it wrong to take photos with White people, have friends with White people or building network with who are holding economy to the good of this country though?😳🙄🤔 nhlanhla_lux nhlanhlalux ",0,0,0,0,0,0
3249,"  -todate more than 30 people have been arrested in Connection with VBS, none EFF.
-JZ was a political opponent and Con Court ordered him to pay back.
-what is Nhlanhla Lux? 90% of Huawei staff is non-South African, has he been to Huawei.
-This Dudula is all about cigarette wars",0,0,0,0,0,0
3250,Who's Nhlanhla Lux? 🦻,0,0,0,0,0,0
3251,"PutSouthAficansFirst 
OperationDudula 
ForgottenCitizensOfSouthAfrica ",0,0,0,0,0,0
3252,"We warned people about Herman Mashaba and his Action SA of being a mini DA but they refused to listen, now they exposing each other. Samething will Happen with these Domkops following Nhlanhla Lux. They better listen 👂🏾to Slik Talk he's warning them! ",0,0,0,0,0,0
3253,That will be benefited by foreigners and not by South Africans 🤔🙄😳 ,1,0,0,0,0,0
3254,Nhlanhla lux is a f*ckin Domkop.  ,0,0,0,0,0,0
3255," Hei you kwerekwere man discus this shit...  we are sick and tired of you bringing this man now and again to your studios, he should me preparing himself to go and vote in zimbabwe PutSouthAficansFirst OperationDudula nhlanhlalux votsekEFF ",1,0,0,0,0,0
3256,Nhlanhla lux is a product of White Supremacy. ,1,0,0,0,0,0
